-60.555,-60.101,-60.125,-58.175,-56.278,-54.828,-55.615,-55.389,-54.511,-54.426,-55.264,-55.818,-58.028,-59.491,-61.683,-62.565,-67.835,-71.398,-72.944,-74.563,-75.29,-77.468,-78.456,-78.174,-76.45,-77.431,-80.163,-80.927,-80.98,-81.069,-81.113,-81.701,-84.285,-84.807,-84.861,-84.234,-85.277,-86.863,-87.356,-86.273,-86.372,-87.158,-87.041,-86.671,-87.344,-87.681,-87.502,-87.182,-86.845,-86.322,-86.193,-86.458,-87.153,-87.136,-86.714,-86.511,-86.635,-86.181,-85.711,-84.891,-84.866,-85.181,-85.243,-86.514,-86.277,-84.793,-84.882,-85.518,-84.733,-83.877,-84.923,-86.37,-80.275,-73.631,-68.934,-65.342,-61.081,-55.183,-47.894,-42.476,-40.672,-40.544,-44.17,-48.413,-48.824,-46.342,-44.968,-44.355,-44.341,-46.184,-48.798,-50.523,-49.75,-47.038,-43.571,-37.716,-33.623,-31.779,-28.68,-25.959,-28.942,-34.84,-45.779,-51.165,-52.972,-57.402,-65.224,-69.718,-65.745,-54.103,-47.121,-42.921,-42.693,-53.083,-64.778,-71.433,-78.531,-80.052,-77.254,-75.013,-74.4,-73.299,-68.184,-60.86,-54.705,-54.707,-57.481,-58.626,-57.81,-57.442,-58.673,-62.226,-73.03,-76.139,-73.754,-72.959,-66.936,-66.334,-70.346,-71.87,-72.165,-70.313,-67.736,-62.632,-60.248,-56.15,-50.071,-45.938,-43.718,-48.45,-54.27,-60.871,-71.463,-65.47,-48.228,-38.146,-41.153,-45.571,-51.67,-64.801,-68.644,-68.505,-65.905,-59.285,-48.481,-42.901,-42.228,-43.835,-47.911,-53.405,-63.61,-67.732,-58.377,-55.719,-60.252,-64.504,-67.799,-59.44,-44.663,-32.417,-27.876,-37.904,-50.982,-58.357,-60.888,-62.967,-65.501,-70.485,-73.545,-75.581,-79.062,-81.23,-80.358,-80.076,-79.211,-71.161,-64.269,-62.592,-71.941,-78.299,-72.515,-61.359,-55.961,-57.975,-66.551,-68.799,-58.497,-40.931,-33.685,-32.182,-26.748,-34.419,-61.864,-78.136,-78.599,-77.615,-72.681,-56.167,-38.413,-32.695,-53.311,-74.174,-81.174,-82.337,-81.606,-81.892,-75.65
-61.917,-62.144,-62.015,-59.908,-57.915,-57.065,-56.568,-56.534,-55.03,-53.581,-53.756,-54.775,-57.801,-60.018,-61.777,-63.828,-68.191,-71.519,-74.193,-75.145,-75.838,-77.095,-77.341,-77.77,-77.427,-79.293,-81.916,-82.546,-82.398,-82.496,-82.686,-83.12,-85.322,-86.018,-85.859,-85.528,-86.557,-87.442,-87.642,-86.955,-87.149,-87.646,-87.206,-87.23,-87.707,-87.935,-87.477,-87.303,-86.242,-86.072,-85.879,-86.557,-87.366,-87.195,-86.892,-87.119,-86.309,-86.125,-86.165,-86.186,-86.081,-85.43,-85.693,-87.036,-86.709,-85.187,-84.532,-85.437,-85.23,-84.652,-85.201,-86.64,-84.186,-77.955,-71.237,-63.689,-54.447,-47.674,-40.621,-32.576,-30.617,-29.678,-30.565,-36.847,-45.1,-51.477,-52.233,-52.893,-51.59,-50.131,-48.097,-46.723,-46.153,-43.28,-39.929,-34.244,-28.556,-25.397,-24.423,-25.978,-31.285,-37.755,-47.875,-54.938,-55.389,-56.898,-59.946,-61.628,-59.996,-50.076,-36.902,-27.719,-24.681,-31.018,-39.993,-50.914,-66.981,-76.441,-77.493,-73.659,-75.997,-78.963,-79.21,-76.602,-69.746,-68.29,-68.168,-62.41,-51.912,-43.638,-39.879,-40.717,-48.574,-55.358,-56.836,-62.302,-65.527,-66.28,-64.593,-62.222,-57.211,-53.759,-54.651,-53.178,-49.551,-45.774,-42.411,-39.866,-36.746,-37.679,-41.41,-47.713,-56.222,-60.426,-56.145,-47.07,-40.796,-39.432,-43.277,-54.069,-67.092,-75.684,-75.724,-70.233,-59.396,-50.276,-45.802,-44.81,-46.813,-52.1,-57.58,-61.28,-59.993,-58.223,-59.236,-62.204,-67.902,-68.091,-60.054,-47.588,-36.968,-39.849,-49,-57.801,-58.65,-55.608,-55.764,-58.095,-61.594,-63.643,-64.424,-68.076,-68.842,-70.135,-72.686,-65.093,-59.085,-60.578,-69.476,-79.229,-74.974,-63.344,-63.186,-72.748,-79.902,-77.661,-66.02,-43.225,-23.595,-16.79,-11.186,-17.264,-40.337,-65.53,-77.851,-79.924,-72.977,-52.478,-35.954,-36.497,-54.518,-71.459,-78.737,-81.894,-84.072,-82.342,-74.555
-60.918,-61.981,-62.848,-61.12,-59.611,-58.492,-56.922,-56.607,-55.385,-54.329,-53.66,-54.441,-57.402,-59.416,-60.615,-64.959,-67.705,-70.472,-72.574,-73.972,-75.231,-75.191,-75.551,-76.041,-77.216,-79.614,-82.982,-83.552,-83.478,-83.891,-84.152,-84.518,-85.249,-85.729,-85.914,-86.482,-87.95,-88.261,-88.287,-88.372,-88.316,-88.655,-87.783,-87.412,-87.329,-87.098,-86.825,-86.531,-86.585,-86.052,-85.59,-86.318,-87.548,-87.746,-87.398,-87.319,-86.923,-86.886,-86.636,-86.538,-86.23,-85.815,-85.631,-86.417,-86.889,-86.107,-85.82,-85.744,-85.67,-85.858,-85.909,-84.465,-84.024,-83.331,-78.847,-68.437,-54.307,-42.626,-35.146,-28.016,-26.626,-28.583,-32.366,-38.567,-47.011,-57.976,-63.516,-65.438,-63.096,-57.474,-50.745,-45.085,-42.294,-40.391,-39.757,-35.83,-29.938,-23.662,-20.121,-21.142,-27.171,-36.891,-48.681,-55.818,-54.867,-52.448,-50.884,-49.696,-49.723,-44.808,-29.764,-19.178,-17.454,-18.878,-20.826,-27.561,-40.766,-54.629,-61.424,-62.486,-70.266,-77.055,-80.671,-82.204,-81.612,-81.238,-79.285,-69.518,-54.616,-41.277,-31.482,-25.427,-26.539,-32.545,-35.65,-41.13,-50.992,-60.991,-61.761,-54.754,-45.518,-39.797,-37.596,-32.746,-31.458,-31.375,-31.366,-35.442,-37.406,-38.321,-38.061,-34.549,-35.351,-40.412,-48.58,-54.129,-50.049,-41.894,-39.411,-45.683,-57.668,-68.848,-73.271,-72.73,-65.864,-57.692,-51.549,-47.241,-48.999,-54.295,-56.612,-59.399,-58.644,-54.698,-54.515,-56.773,-62.578,-69.99,-70.309,-62.79,-48.415,-44.951,-55.56,-66.125,-66.576,-61.538,-59.044,-58.591,-61.504,-61.007,-56.73,-52.903,-47.174,-48.981,-61.549,-69.183,-63.492,-61.181,-62.866,-65.112,-60.778,-55.296,-60.673,-72.252,-78.45,-75.884,-68.671,-49.982,-26.642,-13.589,-8.1094,-9.8987,-30.663,-60.66,-78.055,-78.745,-68.965,-50.473,-37.038,-37.161,-49.757,-65.038,-76.214,-79.452,-82.419,-82.021,-76.583
-60.004,-61.541,-62.2,-60.533,-59.784,-59.445,-57.999,-56.278,-55.982,-55.739,-54.931,-54.804,-57.466,-59.514,-60.543,-63.419,-64.637,-66.829,-68.754,-70.848,-72.938,-73.392,-74.084,-74.494,-76.847,-79.274,-82.133,-83.588,-84.327,-84.498,-84.544,-84.85,-84.723,-85.228,-86.419,-87.43,-88.579,-88.01,-87.943,-88.831,-88.972,-88.738,-87.85,-87.345,-87.393,-87.201,-87.224,-87.301,-87.259,-86.735,-86.118,-86.274,-87.257,-87.718,-87.845,-87.668,-87.556,-87.732,-87.46,-87.327,-86.476,-85.893,-85.105,-86.006,-86.835,-86.592,-86.613,-86.203,-85.596,-86.136,-85.935,-83.615,-82.722,-84.132,-83.66,-77.24,-64.619,-47.708,-35.519,-29.173,-28.04,-29.269,-34.168,-43.269,-54.159,-67,-73.335,-73.859,-70.851,-62.661,-53.215,-46.46,-41.04,-37.907,-39.068,-37.923,-33.53,-29.35,-26.067,-24.364,-25.903,-32.858,-44.982,-51.289,-53.485,-53.209,-48.413,-44.226,-43.848,-42.706,-30.353,-17.136,-8.8243,-7.9172,-9.409,-11.813,-17.552,-26.708,-33.144,-39.09,-50.743,-60.863,-66.915,-73.298,-79.517,-82.878,-83.267,-76.198,-63.479,-50.939,-41.11,-32.266,-26.057,-20.379,-15.794,-19.927,-26.918,-37.28,-47.108,-48.936,-39.937,-30.899,-29.011,-24.816,-17.878,-14.992,-18.171,-28.504,-42.873,-47.487,-41.511,-27.727,-19.957,-25.275,-35.609,-47.075,-52.471,-47.092,-43.322,-45.219,-50.409,-56.134,-60.632,-63.055,-59.709,-53.995,-49.751,-47.904,-50.059,-53.112,-53.549,-55.203,-55.488,-52.442,-52.014,-54.84,-61.462,-69.623,-74.502,-69.857,-53.887,-43.569,-50.197,-64.984,-71.214,-68.788,-66.383,-64.083,-65.371,-65.602,-61.74,-53.802,-46.529,-49.872,-63.819,-70.825,-59.696,-48.955,-43.937,-42.018,-41.469,-44.706,-52.716,-63.422,-70.092,-67.441,-66.507,-61.44,-48.638,-32.15,-16.246,-8.0269,-24.271,-54.402,-77.495,-80.538,-71.172,-52.208,-39.669,-38.109,-48.262,-62.802,-76.275,-78.773,-81.749,-83.826,-75.698
-59.519,-60.937,-61.246,-60.509,-59.974,-59.35,-58.181,-56.904,-56.509,-56.31,-55.854,-55.848,-57.769,-58.895,-59.381,-60.437,-61.357,-63.27,-65.487,-67.336,-69.625,-71.767,-74.034,-74.834,-76.182,-77.927,-79.7,-81.431,-83.309,-84.224,-84.603,-84.814,-84.993,-85.583,-87.376,-88.298,-89.047,-88.773,-88.293,-88.635,-88.612,-88.425,-87.422,-87.394,-87.982,-88.188,-88.277,-88.22,-87.561,-87.409,-87.166,-86.695,-86.956,-87.188,-87.809,-88.042,-88.466,-88.021,-87.454,-87.096,-86.782,-86.533,-85.85,-86.086,-86.507,-85.863,-86.281,-86.518,-86.14,-86.15,-86.193,-84.406,-83.871,-84.208,-84.243,-82.51,-75.625,-64.021,-49.993,-39.696,-37.138,-36.415,-37.922,-46.065,-56.591,-69.494,-76.383,-75.696,-71.865,-64.058,-56.311,-50.475,-44.768,-40.727,-38.615,-36.819,-35.753,-34.439,-31.779,-29.306,-30.309,-38.184,-48.332,-50.944,-51.339,-52.227,-47.444,-42.18,-41.457,-42.324,-35.141,-26.442,-16.138,-11.716,-12.135,-10.992,-9.5252,-9.9662,-11.67,-17.202,-27.308,-37.262,-47.467,-58.943,-69.166,-79.249,-84.387,-81.397,-75.221,-64.881,-57.069,-48.503,-39.89,-29.512,-18.232,-12.077,-13.473,-19.603,-23.435,-28.558,-35.18,-34.294,-32.679,-29.503,-20.519,-16.633,-18.259,-25.923,-40.917,-47.016,-42.052,-29.158,-18.132,-20.519,-30.336,-40.409,-46.385,-45.446,-45.439,-46.073,-44.425,-42.096,-45.366,-52.49,-51.546,-41.894,-38.992,-40.693,-40.957,-38.966,-36.632,-39.291,-47.626,-53.679,-54.003,-58.18,-66.547,-71.884,-77.436,-76.712,-61.426,-48.604,-52.44,-66.886,-76.843,-73.448,-68.423,-64.171,-64.405,-66.528,-67.16,-62.07,-56.888,-61.058,-70.669,-66.751,-49.944,-38.433,-37.171,-40.039,-44.684,-49.622,-54.895,-64.618,-71.309,-68.615,-68.311,-72.846,-70.844,-56.447,-33.871,-12.259,-18.094,-45.333,-74.508,-78.837,-67.892,-52.536,-40.029,-36.242,-50.072,-64.717,-73.083,-75.735,-77.913,-73.513,-49.928
-60.114,-61.1,-61.292,-60.123,-59.41,-58.673,-57.732,-57.099,-56.856,-56.383,-55.806,-56.28,-58.094,-58.242,-57.359,-59.134,-60.342,-61.952,-63.753,-65.692,-67.982,-69.299,-71.453,-72.97,-75.258,-77.54,-78.566,-79.98,-82.758,-84.953,-85.41,-85.234,-84.777,-84.836,-86.653,-87.96,-88.888,-89.014,-88.381,-89.331,-89.724,-89.194,-88.354,-88.28,-89.01,-89.357,-89.252,-88.759,-88.209,-88.269,-87.878,-87.061,-86.952,-86.891,-88.812,-89.799,-88.818,-87.751,-86.944,-86.328,-86.752,-87.459,-86.449,-86.58,-86.552,-85.521,-86.414,-86.729,-86.134,-85.993,-86.281,-85.258,-84.696,-84.595,-84.421,-83.441,-81.127,-77.434,-68.533,-58.123,-53.973,-51.203,-49.773,-54.23,-59.644,-68.59,-75.774,-76.774,-73.334,-66.989,-61.545,-54.821,-49.087,-47.181,-44.578,-41.686,-38.958,-35.464,-32.278,-29.692,-30.841,-42.036,-57.264,-59.365,-53.327,-49.231,-45.552,-43.311,-43.785,-41.353,-36.746,-34.753,-30.029,-23.457,-19.317,-19.319,-18.424,-13.278,-8.7856,-10.085,-14.527,-21.374,-32.325,-45.642,-58.222,-74.142,-83.162,-82.632,-81.996,-78.016,-72.248,-64.375,-54.3,-43.907,-36.623,-26.28,-18.009,-14.885,-13.249,-14.364,-22.367,-34.217,-45.713,-49.839,-41.201,-33.987,-31.977,-33.622,-38.864,-39.436,-36.955,-27.103,-14.587,-4.3152,4.5082,10.29,11.438,10.544,5.5565,-2.5057,-7.827,-8.8734,-18.308,-29.661,-26.062,-19.32,-16.513,-22.055,-25.794,-20.231,-20.38,-26.893,-39.51,-40.503,-35.498,-45.399,-64.359,-75.502,-79.983,-80.076,-69.318,-57.338,-63.247,-74.656,-82.975,-78.982,-72.27,-64.981,-62.79,-68.108,-74.325,-69.683,-60.916,-58.69,-60.008,-60.039,-50.927,-42.388,-43.887,-50.491,-58.439,-59.669,-60.608,-67.591,-74.644,-74.355,-72.186,-75.553,-76.001,-64.65,-47.054,-23.292,-16.527,-30.467,-48.434,-50.263,-44.103,-40.631,-34.282,-28.035,-34.698,-44.528,-48.496,-50.381,-46.666,-25.105,1.0247
-60.544,-60.734,-60.228,-59.976,-59.839,-59.09,-57.961,-57.573,-57.423,-56.522,-56.083,-56.169,-57.371,-57.666,-57.427,-58.375,-59.258,-61.009,-62.893,-65.014,-66.492,-66.337,-67.029,-69.55,-74.417,-77.692,-79.038,-80.446,-82.447,-84.76,-84.632,-85.28,-84.497,-84.503,-85.243,-86.605,-88.313,-88.699,-88.272,-89.412,-89.686,-89.164,-89.146,-89.213,-89.338,-89.368,-89.606,-89.815,-89.401,-88.954,-88.157,-87.27,-86.721,-86.217,-88.641,-89.662,-88.537,-87.942,-87.368,-86.729,-86.594,-86.425,-86.735,-86.634,-86.01,-85.563,-86.093,-86.309,-86.189,-86.023,-85.354,-84.385,-84.543,-85.104,-84.457,-83.803,-83.61,-84.094,-79.847,-73.604,-70.431,-67.929,-66.641,-67.169,-68.191,-70.778,-73.458,-74.816,-73.16,-67.902,-64.894,-60.625,-55.438,-54.285,-53.609,-50.678,-44.646,-38.076,-33.242,-29.227,-24.967,-31.296,-45.729,-54.188,-54.63,-49.053,-43.829,-41.852,-42.133,-43.62,-40.88,-38.675,-36.616,-33.144,-27.261,-21.987,-24.251,-29.794,-28.705,-24.585,-22.546,-23.434,-31.415,-42.927,-50.345,-67.771,-79.686,-79.939,-79.986,-79.776,-75.79,-68.211,-62.495,-55.802,-52.386,-46.52,-37.757,-25.013,-13.964,-12.255,-16.31,-31.503,-46.828,-57.076,-55.334,-47.441,-44.205,-43.65,-38.276,-26.315,-12.655,-2.9542,7.8593,29.547,56.802,75.553,82.278,73.961,60.003,43.234,29.95,21.376,2.8988,-13.29,-15.186,-12.886,-10.476,-19.11,-26.352,-20.901,-20.958,-28.498,-28.536,-12.178,-6.8953,-14.711,-40.09,-66.043,-74.834,-73.023,-67.71,-61.819,-69.617,-79.141,-84.751,-82.849,-77.536,-68.104,-64.711,-72.283,-80.778,-80.942,-71.918,-60.489,-53.332,-50.75,-47.17,-46.137,-51.015,-59.484,-68.1,-66.747,-62.34,-62.372,-63.201,-63.865,-59.138,-57.931,-55.158,-47.361,-33.756,-13.749,-0.36806,-1.2926,-10.841,-17.72,-22.127,-26.427,-26.102,-21.644,-20.358,-24.281,-24.808,-19.238,-5.4118,19.478,35.2
-60.827,-59.759,-59.621,-61.017,-61.393,-60.315,-59.193,-58.983,-58.759,-57.344,-57.345,-57.836,-57.6,-57.179,-56.882,-56.096,-58.011,-60.597,-62.834,-63.681,-63.836,-64.675,-66.222,-68.674,-72.589,-75.692,-78.565,-80.35,-81.449,-82.542,-83.317,-84.959,-85.634,-85.903,-85.678,-85.39,-86.926,-87.726,-86.818,-87.331,-87.348,-87.012,-87.924,-88.362,-88.411,-88.314,-88.137,-87.513,-87.656,-87.357,-86.57,-86.676,-86.302,-85.689,-86.604,-87.001,-86.551,-86.214,-85.788,-85.568,-85.659,-85.455,-86.011,-85.244,-84.862,-85.984,-86.045,-85.913,-86.627,-86.636,-85.272,-84.57,-84.247,-84.314,-84.021,-83.903,-83.708,-84.503,-83.769,-80.374,-77.781,-76.497,-76.726,-74.832,-73.131,-72.187,-71.399,-71.161,-70.391,-68.726,-68.697,-68.232,-66.202,-62.213,-59.266,-55.692,-47.315,-40.007,-32.589,-28.833,-25.531,-20.374,-17.857,-22.805,-25.901,-22.449,-17.538,-16.625,-18.247,-29.137,-38.611,-41.695,-38.001,-32.276,-27.174,-24.844,-24.396,-29.536,-38.607,-41.797,-41.319,-38.866,-40.794,-47.251,-51.195,-61.596,-71.781,-73.474,-73.564,-73.809,-71.351,-66.785,-61.371,-59.392,-61.09,-58.747,-52.344,-41.149,-25.332,-16.307,-18.515,-24.311,-30.697,-34.25,-32.286,-32.058,-35.824,-38.321,-33.321,-19.18,-4.7764,-0.57155,4.7574,25.453,53.317,74.424,80.817,69.521,53.239,36.168,23.468,16.567,2.7396,-15.924,-34.816,-36.727,-38.605,-42.909,-40.365,-35.316,-34.169,-42.402,-37.592,-10.841,-2.4449,-10.596,-38.415,-65.938,-72.502,-66.11,-60.197,-57.188,-62.04,-74.42,-83.661,-84.575,-81.109,-74.557,-70.245,-73.303,-78.812,-81.384,-80.919,-76.496,-64.212,-48.961,-40.213,-39.797,-48.583,-63.165,-72.107,-70.707,-60.389,-49.718,-42.837,-38.077,-33.19,-30.624,-28.387,-21.322,-2.5793,21.022,33.971,29.254,11.729,-3.7926,-15.266,-20.966,-19.043,-18.776,-21.203,-24.175,-14.677,4.8708,23.491,36.759,39.827
-58.573,-57.939,-58.45,-59.009,-59.745,-60.28,-60.477,-60.602,-60.266,-59.298,-59.125,-58.992,-57.684,-57.14,-56.777,-57.137,-59.759,-61.49,-62.873,-63.275,-63.271,-64.174,-66.095,-67.847,-71.887,-74.977,-78.12,-80.208,-81.047,-80.999,-82.842,-85.684,-86.596,-86.423,-85.963,-85.777,-85.7,-85.626,-85.931,-86.22,-87.064,-86.896,-86.386,-86.26,-86.685,-86.265,-85.981,-86.416,-86.977,-87.11,-86.968,-87.157,-87.271,-87.216,-87.753,-87.538,-87.201,-86.515,-86.169,-86.26,-85.891,-85.562,-85.322,-85.228,-85.853,-87.36,-86.778,-86.522,-86.765,-87.246,-85.982,-86.22,-85.258,-84.807,-84.103,-83.898,-84.244,-84.835,-83.051,-81.434,-82.941,-79.631,-78.362,-78.095,-75.523,-72.308,-69.641,-66.362,-64.912,-66.802,-70.017,-71.337,-70.687,-64.806,-59.861,-59.473,-55.802,-46.629,-36.084,-27.231,-19.179,-13.081,-7.1064,0.24584,8.4008,10.16,11.726,12.547,7.749,-4.7036,-22.045,-40.025,-49.848,-40.374,-26.894,-20.93,-21.918,-25.579,-33.686,-44.213,-53.169,-55.213,-53.321,-52.354,-53.725,-59.264,-64.609,-68.834,-71.658,-70.919,-68.277,-67.707,-64.5,-58.746,-59.909,-59.641,-51.889,-41.764,-29.884,-18.897,-16.113,-19.236,-24.295,-24.278,-23.383,-26.841,-35.766,-47.353,-49.093,-37.057,-22.081,-20.69,-30.664,-32.533,-16.5,-1.0281,-1.7927,-16,-28.654,-35.442,-31.318,-17.245,-12.219,-24.681,-50.275,-62.323,-64.163,-57.487,-43.741,-37.067,-36.533,-47.518,-55.341,-48.787,-41.223,-44.075,-56.44,-70.603,-72.816,-66.235,-57.194,-48.166,-50.383,-65.713,-81.303,-86.087,-81.882,-75.178,-72.621,-75.755,-77.112,-78.275,-77.352,-77.729,-76.86,-65.242,-45.726,-38.419,-39.901,-48.123,-57.069,-55.041,-44.278,-32.485,-24.369,-18.497,-16.853,-16.698,-11.894,2.7244,25.08,43.98,49.709,43.212,29.491,16.09,4.1304,-1.1402,-1.2754,-3.8935,-9.7431,-11.838,2.1843,18.963,33.85,40.808,35.334
-58.29,-58.078,-58.15,-58.655,-59.185,-59.184,-59.518,-59.455,-59.333,-60.233,-60.266,-59.113,-58.073,-57.843,-57.439,-58.84,-59.996,-60.398,-62.358,-64.111,-64.732,-64.801,-66.126,-67.826,-70.582,-75.006,-77.636,-79.278,-80.163,-80.874,-83.374,-86.527,-87.291,-86.527,-86.126,-86.896,-86.607,-86.132,-86.606,-86.445,-86.439,-86.591,-86.545,-86.714,-86.572,-86.212,-86.532,-86.683,-87.164,-87.35,-87.135,-87.568,-87.924,-87.613,-87.755,-87.793,-87.101,-86.485,-85.74,-85.813,-84.893,-84.305,-85.316,-86.362,-86.305,-86.768,-86.901,-87.462,-87.597,-87.572,-87.149,-87.507,-85.883,-85.216,-84.489,-84.475,-84.611,-84.737,-84.167,-84.048,-84.972,-83.733,-80.544,-78.457,-77.151,-72.78,-67.384,-61.955,-59.298,-59.546,-62.139,-65.857,-68.957,-69.145,-66.504,-64.889,-63.187,-58.99,-51.566,-40.339,-25.96,-16.324,-7.5117,2.0447,10.727,13.444,13.337,12.691,7.8876,-1.9633,-18.286,-37.297,-53.915,-54.855,-43.781,-30.324,-22.86,-22.052,-29.725,-37.903,-46.249,-52.974,-56.024,-55.801,-57.468,-60.709,-63.535,-67.037,-71.8,-72.544,-70.868,-70.487,-69.492,-67.599,-64.469,-62.215,-57.11,-47.405,-36.24,-29.336,-29.596,-31.704,-35.836,-35.921,-35.922,-39.438,-48.986,-64.172,-69.735,-68.753,-65.396,-63.122,-66.226,-72.163,-71.446,-67.545,-67.738,-70.098,-69.249,-64.155,-51.112,-29.406,-16.313,-22.87,-42.328,-53.98,-54.827,-47.474,-37.688,-35.232,-40.51,-55.254,-64.56,-69.662,-68.136,-63.183,-62.492,-66.534,-70.674,-69.675,-60.224,-46.23,-46.796,-63.331,-81.473,-87.553,-83.568,-75.385,-71.501,-77.029,-81.066,-82.969,-78.521,-75.199,-74.595,-74.284,-63.231,-50.519,-42.619,-35.644,-30.916,-28.156,-22.888,-15.341,-9.8846,-6.7287,-4.8847,-1.135,7.9563,24.328,41.89,49.47,48.33,42.06,38.092,36.344,34.73,31.231,24.776,17.499,12.076,12.227,21.156,30.73,39.818,39.958,31.15
