-0.0012136,-0.0015276,-0.01688,5.3341e-05,0.030028,0.0077241,-0.015526,-0.0023267,0.0033079,0.0016336,-0.00082532
0.0032365,0.0023613,-0.019697,-0.021707,0.034902,0.035199,-0.0090791,-0.023335,-0.001739,0.0039729,-0.005149
0.0067056,0.012727,-0.027801,-0.043115,0.015051,0.072433,0.026462,-0.023167,-0.01387,0.0054814,-0.005211
0.0013365,0.02709,-0.034367,-0.075211,-0.029808,0.064245,0.066694,-0.0029699,-0.036713,-0.012383,-0.0082502
0.00015099,0.057742,0.0072998,-0.10146,-0.090758,0.027567,0.098887,0.043815,-0.021257,-0.019836,-0.00037099
-0.016105,0.071557,0.059865,-0.074239,-0.14241,-0.040719,0.074854,0.079181,0.015765,-0.013491,-0.016212
-0.027095,0.061609,0.099479,-0.0040932,-0.12886,-0.10219,0.02373,0.068739,0.043386,0.0057125,-0.01979
-0.041367,0.029159,0.094072,0.055855,-0.063159,-0.10964,-0.035726,0.033753,0.039366,0.019143,-0.00018976
-0.040465,-0.010344,0.065143,0.068613,-0.0019984,-0.071696,-0.06057,-0.0053304,0.011503,0.01215,0.012195
-0.03341,-0.012977,0.026985,0.057315,0.024397,-0.024052,-0.025526,-0.0099332,-0.0026203,-0.00019571,0.0082716
-0.020662,-0.011982,0.011404,0.034434,0.033927,-0.0042466,-0.018687,-0.0075155,-0.00035813,-0.014272,-0.009904
0.015907,-0.004374,-0.04337,-0.039044,0.031505,0.09801,0.061217,-0.008392,-0.022648,-0.012795,-0.019717
0.013453,-0.044275,-0.078232,-0.0094322,0.10611,0.12499,0.0013859,-0.061479,-0.04087,-0.0078294,-0.00017609
-0.010593,-0.086438,-0.064861,0.072522,0.17788,0.087806,-0.090318,-0.09196,-0.026616,0.015535,0.013772
-0.051046,-0.086887,-0.0050137,0.15814,0.18418,-0.018561,-0.16718,-0.07311,0.024477,0.02759,0.00095541
-0.065853,-0.05291,0.070482,0.19644,0.10981,-0.1247,-0.16064,-0.0042589,0.048661,0.010787,-0.0056481
-0.060983,0.00028861,0.123,0.15672,-0.014372,-0.16951,-0.088192,0.037834,0.02813,-0.0060311,0.0065165
-0.044259,0.029668,0.11531,0.077444,-0.095207,-0.13435,-0.015902,0.040331,-0.0045079,-0.0058262,0.014163
-0.021283,0.035563,0.08275,0.021783,-0.096487,-0.072831,0.011717,0.023392,-0.0084447,0.0032985,0.0090574
-0.015553,0.040561,0.048022,-0.0099826,-0.065634,-0.024745,0.0089503,0.0074652,-4.5984e-05,0.012598,0.00018099
0.0031068,0.026244,0.021272,-0.021063,-0.039226,-0.0076741,0.001313,0.0032504,0.0047198,0.0081536,0.0053685
0.005457,0.015233,0.0093678,-0.025429,-0.042483,-0.022524,-0.011252,0.0033354,0.0039158,0.0075883,0.010321
-0.025027,-0.03495,-0.037076,-0.048353,-0.049451,-0.042869,-0.02043,-0.00088362,0.0071051,0.011878,0.026566
-0.041921,-0.036785,-0.025442,-0.024099,-0.021477,-0.016771,0.0011479,0.016194,0.0089199,0.0017761,0.014359
-0.070082,-0.049427,-0.042011,-0.05067,-0.039829,-0.038681,-0.029632,-0.0055702,0.00046744,-0.0098676,0.0039831
-0.067657,-0.037469,-0.039921,-0.041004,-0.028027,-0.014801,-0.012032,0.01115,0.021879,0.0036147,0.02054
-0.060124,-0.021707,-0.027867,-0.032373,-0.015502,0.001266,0.0073383,0.023213,0.036668,0.023231,0.029408
-0.058465,-0.022898,-0.035688,-0.039832,-0.017604,-0.0020537,0.012227,0.030554,0.038828,0.028481,0.031106
-0.041848,-0.012554,-0.019363,-0.020504,-0.0055625,0.012767,0.028,0.040896,0.03604,0.02757,0.042263
-0.030267,-0.0023297,0.00028092,0.010453,0.020527,0.02751,0.027781,0.039554,0.031143,0.024385,0.044078
-0.017313,-0.00095876,0.0049116,0.016454,0.018204,0.020343,0.026251,0.048046,0.038455,0.030908,0.039232
-0.01551,-0.0057415,0.0040132,0.0019103,0.0062585,0.0123,0.02541,0.039721,0.032691,0.02308,0.028967
-0.017022,-1.5915e-05,0.011756,0.025133,0.032264,0.039927,0.045788,0.061224,0.052889,0.032167,0.01951
0.017814,0.029538,0.053631,0.083053,0.10526,0.12194,0.11642,0.098488,0.07752,0.065729,0.061505
0.01555,0.019027,0.035568,0.070723,0.096839,0.10457,0.091624,0.081137,0.074181,0.052897,0.04759
0.010194,0.026023,0.047069,0.081912,0.094806,0.094905,0.088288,0.075242,0.069889,0.051638,0.049641
0.0073446,0.024117,0.044334,0.069177,0.068639,0.068876,0.074945,0.064142,0.049956,0.034883,0.040366
-0.002128,0.015927,0.016843,0.021801,0.02405,0.038964,0.050771,0.036133,0.023267,0.0094338,0.02814
-0.012937,-0.0065619,-0.017509,-0.020219,-0.0087108,-0.0032487,0.001477,-0.0092972,-0.013332,-0.015068,0.0077558
-0.023517,-0.024151,-0.041413,-0.049817,-0.042705,-0.037517,-0.041829,-0.04326,-0.034369,-0.025668,-0.0074918
-0.02894,-0.043596,-0.067514,-0.080385,-0.078709,-0.071203,-0.070306,-0.064211,-0.049795,-0.03598,-0.0062428
-0.041701,-0.055238,-0.081799,-0.08883,-0.082135,-0.086398,-0.08023,-0.073845,-0.064017,-0.038043,-0.0065502
-0.035411,-0.052163,-0.072126,-0.082338,-0.079517,-0.077443,-0.077684,-0.068449,-0.050231,-0.028464,-0.0023028
-0.032243,-0.045647,-0.073426,-0.088361,-0.087277,-0.082623,-0.078407,-0.065122,-0.038321,-0.019808,-0.0075449
-0.0029857,-0.033132,-0.025852,-0.008461,0.021092,0.038207,0.030961,0.02443,0.02341,0.012757,0.0033742
